Time stamp,AC-power 1,AC-power 2,AC-power 3,Sum, 24 kW PV plant
2016-05-04 09:20:00,713,682,703,2098,12588
2016-05-04 09:30:00,770,737,762,2269,13614
2016-05-04 09:40:00,786,748,778,2312,13872
2016-05-04 09:50:00,857,820,847,2524,15144
2016-05-04 10:00:00,885,852,874,2611,15666
2016-05-04 10:10:00,911,871,901,2683,16098
2016-05-04 10:20:00,943,900,938,2781,16686
2016-05-04 10:30:00,966,924,963,2853,17118
2016-05-04 10:40:00,989,950,989,2928,17568
2016-05-04 10:50:00,1015,985,1005,3005,18030
2016-05-04 11:00:00,1037,999,1018,3054,18324
2016-05-04 11:10:00,1057,1009,1044,3110,18660
2016-05-04 11:20:00,1062,1020,1058,3140,18840
2016-05-04 11:30:00,1081,1030,1073,3184,19104
2016-05-04 11:40:00,1097,1042,1082,3221,19326
2016-05-04 11:50:00,1108,1060,1087,3255,19530
2016-05-04 12:00:00,1113,1070,1098,3281,19686
2016-05-04 12:10:00,1115,1074,1103,3292,19752
2016-05-04 12:20:00,1127,1071,1110,3308,19848
2016-05-04 12:30:00,1134,1078,1116,3328,19968
2016-05-04 12:40:00,1135,1089,1112,3336,20016
2016-05-04 12:50:00,1115,1091,1112,3318,19908
2016-05-04 13:00:00,1119,1088,1114,3321,19926
2016-05-04 13:10:00,1127,1081,1113,3321,19926
2016-05-04 13:20:00,1124,1078,1103,3305,19830
2016-05-04 13:30:00,1106,1068,1097,3271,19626
2016-05-04 13:40:00,1106,1075,1096,3277,19662
2016-05-04 13:50:00,1109,1068,1098,3275,19650
2016-05-04 14:00:00,1077,1068,1092,3237,19422
2016-05-04 14:10:00,1029,1004,1028,3061,18366
2016-05-04 14:20:00,1069,1036,1064,3169,19014
2016-05-04 14:30:00,1044,1016,1032,3092,18552
2016-05-04 14:40:00,1012,981,997,2990,17940
2016-05-04 14:50:00,991,952,972,2915,17490
2016-05-04 15:00:00,966,912,951,2829,16974
2016-05-04 15:10:00,934,884,915,2733,16398
2016-05-04 15:20:00,893,854,876,2623,15738
2016-05-04 15:30:00,862,833,847,2542,15252
2016-05-04 15:40:00,830,803,817,2450,14700
2016-05-04 15:50:00,785,754,765,2304,13824
2016-05-04 16:00:00,745,716,727,2188,13128
2016-05-04 16:10:00,705,675,689,2069,12414
2016-05-04 16:20:00,658,632,647,1937,11622
2016-05-04 16:30:00,601,578,591,1770,10620
2016-05-04 16:40:00,568,545,556,1669,10014
2016-05-04 16:50:00,529,507,519,1555,9330
2016-05-04 17:00:00,486,455,477,1418,8508
2016-05-04 17:10:00,447,405,430,1282,7692
2016-05-04 17:20:00,399,371,397,1167,7002
2016-05-04 17:30:00,354,334,361,1049,6294
2016-05-04 17:40:00,315,303,328,946,5676
2016-05-04 17:50:00,271,248,267,786,4716
2016-05-04 18:00:00,226,205,223,654,3924
2016-05-04 18:10:00,182,163,179,524,3144
2016-05-04 18:20:00,122,137,141,400,2400
2016-05-04 18:30:00,107,91,115,313,1878
2016-05-04 18:40:00,72,66,81,219,1314
2016-05-04 18:50:00,43,47,69,159,954
2016-05-04 19:00:00,26,21,65,112,672
2016-05-04 19:10:00,12,11,97,120,720
2016-05-04 19:20:00,29,24,55,108,648
2016-05-04 19:30:00,25,17,47,89,534
2016-05-04 19:40:00,19,19,39,77,462
2016-05-04 19:50:00,18,17,30,65,390
2016-05-04 20:00:00,19,6,28,53,318
2016-05-04 20:10:00,12,7,21,40,240
2016-05-04 20:20:00,7,5,12,24,144
2016-05-04 20:30:00,2,2,5,9,54
2016-05-04 20:40:00,0,0,0,0,0
2016-05-04 20:50:00,0,0,0,0,0
2016-05-04 21:00:00,0,0,0,0,0
2016-05-04 21:10:00,0,0,0,0,0
2016-05-05 04:50:00,0,0,0,0,0
2016-05-05 05:00:00,0,0,0,0,0
2016-05-05 05:10:00,0,0,0,0,0
2016-05-05 05:20:00,0,0,0,0,0
2016-05-05 05:30:00,2,0,6,8,48
2016-05-05 05:40:00,5,3,17,25,150
2016-05-05 05:50:00,14,5,20,39,234
2016-05-05 06:00:00,15,9,30,54,324
2016-05-05 06:10:00,13,16,40,69,414
2016-05-05 06:20:00,16,18,47,81,486
2016-05-05 06:30:00,22,22,50,94,564
2016-05-05 06:40:00,25,27,53,105,630
2016-05-05 06:50:00,25,28,73,126,756
2016-05-05 07:00:00,30,54,69,153,918
2016-05-05 07:10:00,16,79,90,185,1110
2016-05-05 07:20:00,29,76,94,199,1194
2016-05-05 07:30:00,17,84,110,211,1266
2016-05-05 07:40:00,31,144,177,352,2112
2016-05-05 07:50:00,152,100,256,508,3048
2016-05-05 08:00:00,240,203,217,660,3960
2016-05-05 08:10:00,281,254,274,809,4854
2016-05-05 08:20:00,335,309,329,973,5838
2016-05-05 08:30:00,411,384,405,1200,7200
2016-05-05 08:40:00,459,435,457,1351,8106
2016-05-05 08:50:00,529,506,523,1558,9348
2016-05-05 09:00:00,584,556,580,1720,10320
2016-05-05 09:10:00,657,630,655,1942,11652
2016-05-05 09:20:00,711,664,701,2076,12456
2016-05-05 09:30:00,722,668,701,2091,12546
2016-05-05 09:40:00,821,756,800,2377,14262
2016-05-05 09:50:00,820,774,802,2396,14376
2016-05-05 10:00:00,836,795,823,2454,14724
2016-05-05 10:10:00,881,844,877,2602,15612
2016-05-05 10:20:00,931,886,918,2735,16410
2016-05-05 10:30:00,958,910,942,2810,16860
2016-05-05 10:40:00,977,935,973,2885,17310
2016-05-05 10:50:00,998,948,990,2936,17616
2016-05-05 11:00:00,1020,973,1007,3000,18000
2016-05-05 11:10:00,860,819,855,2534,15204
2016-05-05 11:20:00,1042,996,1034,3072,18432
2016-05-05 11:30:00,1056,1015,1049,3120,18720
2016-05-05 11:40:00,1071,1029,1066,3166,18996
2016-05-05 11:50:00,1084,1038,1079,3201,19206
2016-05-05 12:00:00,1084,1034,1083,3201,19206
2016-05-05 12:10:00,1092,1040,1094,3226,19356
2016-05-05 12:20:00,1094,1044,1095,3233,19398
2016-05-05 12:30:00,1093,1048,1090,3231,19386
2016-05-05 12:40:00,1101,1063,1100,3264,19584
2016-05-05 12:50:00,1118,1056,1110,3284,19704
2016-05-05 13:00:00,1122,1084,1113,3319,19914
2016-05-05 13:10:00,1033,1001,1023,3057,18342
2016-05-05 13:20:00,928,902,929,2759,16554
2016-05-05 13:30:00,1077,1041,1072,3190,19140
2016-05-05 13:40:00,1095,1056,1084,3235,19410
2016-05-05 13:50:00,1086,1033,1075,3194,19164
2016-05-05 14:00:00,1100,1037,1082,3219,19314
2016-05-05 14:10:00,1082,1027,1071,3180,19080
2016-05-05 14:20:00,1073,1016,1057,3146,18876
2016-05-05 14:30:00,920,873,909,2702,16212
2016-05-05 14:40:00,918,868,907,2693,16158
2016-05-05 14:50:00,976,923,961,2860,17160
2016-05-05 15:00:00,954,918,960,2832,16992
2016-05-05 15:10:00,924,875,920,2719,16314
2016-05-05 15:20:00,877,840,871,2588,15528
2016-05-05 15:30:00,845,817,845,2507,15042
2016-05-05 15:40:00,813,781,810,2404,14424
2016-05-05 15:50:00,768,737,766,2271,13626
2016-05-05 16:00:00,723,693,721,2137,12822
2016-05-05 16:10:00,687,659,687,2033,12198
2016-05-05 16:20:00,641,611,637,1889,11334
2016-05-05 16:30:00,584,554,579,1717,10302
2016-05-05 16:40:00,563,526,557,1646,9876
2016-05-05 16:50:00,517,485,512,1514,9084
2016-05-05 17:00:00,464,437,456,1357,8142
2016-05-05 17:10:00,419,396,415,1230,7380
2016-05-05 17:20:00,391,365,383,1139,6834
2016-05-05 17:30:00,354,329,348,1031,6186
2016-05-05 17:40:00,317,293,315,925,5550
2016-05-05 17:50:00,268,246,271,785,4710
2016-05-05 18:00:00,229,202,222,653,3918
2016-05-05 18:10:00,190,162,182,534,3204
2016-05-05 18:20:00,111,139,152,402,2412
2016-05-05 18:30:00,33,138,152,323,1938
2016-05-05 18:40:00,51,84,91,226,1356
2016-05-05 18:50:00,65,21,80,166,996
2016-05-05 19:00:00,43,19,57,119,714
2016-05-05 19:10:00,38,22,63,123,738
2016-05-05 19:20:00,40,12,55,107,642
2016-05-05 19:30:00,35,20,45,100,600
2016-05-05 19:40:00,30,19,40,89,534
2016-05-05 19:50:00,28,13,33,74,444
2016-05-05 20:00:00,16,18,19,53,318
2016-05-05 20:10:00,14,9,19,42,252
2016-05-05 20:20:00,8,8,7,23,138
2016-05-05 20:30:00,2,2,4,8,48
2016-05-05 20:40:00,0,0,0,0,0
2016-05-05 20:50:00,0,0,0,0,0
2016-05-05 21:00:00,0,0,0,0,0
2016-05-05 21:10:00,0,0,0,0,0
2016-05-06 04:50:00,0,0,0,0,0
2016-05-06 05:00:00,0,0,0,0,0
2016-05-06 05:10:00,0,0,0,0,0
2016-05-06 05:20:00,0,0,0,0,0
2016-05-06 05:30:00,2,1,3,6,36
2016-05-06 05:40:00,8,1,8,17,102
2016-05-06 05:50:00,16,1,17,34,204
2016-05-06 06:00:00,25,3,23,51,306
2016-05-06 06:10:00,23,6,35,64,384
2016-05-06 06:20:00,20,15,38,73,438
2016-05-06 06:30:00,25,24,39,88,528
2016-05-06 06:40:00,30,30,48,108,648
2016-05-06 06:50:00,24,22,82,128,768
2016-05-06 07:00:00,43,48,56,147,882
2016-05-06 07:10:00,47,62,63,172,1032
2016-05-06 07:20:00,52,64,80,196,1176
2016-05-06 07:30:00,68,71,84,223,1338
2016-05-06 07:40:00,95,75,202,372,2232
2016-05-06 07:50:00,223,137,195,555,3330
2016-05-06 08:00:00,273,211,209,693,4158
2016-05-06 08:10:00,242,223,242,707,4242
2016-05-06 08:20:00,262,242,257,761,4566
2016-05-06 08:30:00,351,329,348,1028,6168
2016-05-06 08:40:00,429,402,422,1253,7518
2016-05-06 08:50:00,491,456,479,1426,8556
2016-05-06 09:00:00,414,378,401,1193,7158
2016-05-06 09:10:00,536,504,528,1568,9408
2016-05-06 09:20:00,564,532,559,1655,9930
2016-05-06 09:30:00,683,648,678,2009,12054
2016-05-06 09:40:00,695,657,691,2043,12258
2016-05-06 09:50:00,740,704,730,2174,13044
2016-05-06 10:00:00,826,796,821,2443,14658
2016-05-06 10:10:00,878,843,863,2584,15504
2016-05-06 10:20:00,894,873,885,2652,15912
2016-05-06 10:30:00,871,849,869,2589,15534
2016-05-06 10:40:00,928,899,933,2760,16560
2016-05-06 10:50:00,954,917,957,2828,16968
2016-05-06 11:00:00,839,791,829,2459,14754
2016-05-06 11:10:00,990,947,989,2926,17556
2016-05-06 11:20:00,995,950,992,2937,17622
2016-05-06 11:30:00,1041,1006,1037,3084,18504
2016-05-06 11:40:00,1061,1026,1065,3152,18912
2016-05-06 11:50:00,1023,999,1026,3048,18288
2016-05-06 12:00:00,996,973,994,2963,17778
2016-05-06 12:10:00,972,946,972,2890,17340
2016-05-06 12:20:00,937,913,932,2782,16692
2016-05-06 12:30:00,1019,974,1009,3002,18012
2016-05-06 12:40:00,1023,987,1025,3035,18210
2016-05-06 12:50:00,1031,987,1016,3034,18204
2016-05-06 13:00:00,1051,1021,1045,3117,18702
2016-05-06 13:10:00,1067,1041,1054,3162,18972
2016-05-06 13:20:00,1097,1066,1082,3245,19470
2016-05-06 13:30:00,1040,1011,1029,3080,18480
2016-05-06 13:40:00,1040,1009,1022,3071,18426
2016-05-06 13:50:00,1075,1040,1055,3170,19020
2016-05-06 14:00:00,1054,1028,1034,3116,18696
2016-05-06 14:10:00,1027,997,1010,3034,18204
2016-05-06 14:20:00,1035,1006,1025,3066,18396
2016-05-06 14:30:00,1010,980,995,2985,17910
2016-05-06 14:40:00,979,950,972,2901,17406
2016-05-06 14:50:00,959,932,946,2837,17022
2016-05-06 15:00:00,922,885,902,2709,16254
2016-05-06 15:10:00,879,846,861,2586,15516
2016-05-06 15:20:00,855,820,841,2516,15096
2016-05-06 15:30:00,826,791,812,2429,14574
2016-05-06 15:40:00,783,754,772,2309,13854
2016-05-06 15:50:00,734,712,731,2177,13062
2016-05-06 16:00:00,703,670,695,2068,12408
2016-05-06 16:10:00,657,622,646,1925,11550
2016-05-06 16:20:00,603,569,597,1769,10614
2016-05-06 16:30:00,567,535,559,1661,9966
2016-05-06 16:40:00,536,510,529,1575,9450
2016-05-06 16:50:00,473,446,465,1384,8304
2016-05-06 17:00:00,455,430,449,1334,8004
2016-05-06 17:10:00,412,388,405,1205,7230
2016-05-06 17:20:00,374,350,369,1093,6558
2016-05-06 17:30:00,338,314,334,986,5916
2016-05-06 17:40:00,293,273,291,857,5142
2016-05-06 17:50:00,226,203,220,649,3894
2016-05-06 18:00:00,202,179,195,576,3456
2016-05-06 18:10:00,180,158,174,512,3072
2016-05-06 18:20:00,133,111,124,368,2208
2016-05-06 18:30:00,119,100,111,330,1980
2016-05-06 18:40:00,78,59,92,229,1374
2016-05-06 18:50:00,59,42,67,168,1008
2016-05-06 19:00:00,27,30,70,127,762
2016-05-06 19:10:00,24,22,79,125,750
2016-05-06 19:20:00,30,18,52,100,600
2016-05-06 19:30:00,26,13,36,75,450
2016-05-06 19:40:00,18,15,29,62,372
2016-05-06 19:50:00,17,8,30,55,330
2016-05-06 20:00:00,13,11,27,51,306
2016-05-06 20:10:00,12,15,21,48,288
2016-05-06 20:20:00,10,10,21,41,246
2016-05-06 20:30:00,6,8,8,22,132
2016-05-06 20:40:00,1,0,1,2,12
2016-05-06 20:50:00,0,0,0,0,0
2016-05-06 21:00:00,0,0,0,0,0
2016-05-06 21:10:00,0,0,0,0,0
2016-05-07 04:40:00,0,0,0,0,0
2016-05-07 04:50:00,0,0,0,0,0
2016-05-07 05:00:00,0,0,0,0,0
2016-05-07 05:10:00,0,0,0,0,0
2016-05-07 05:20:00,0,0,0,0,0
2016-05-07 05:30:00,1,2,1,4,24
2016-05-07 05:40:00,7,4,5,16,96
2016-05-07 05:50:00,12,7,13,32,192
2016-05-07 06:00:00,16,10,17,43,258
2016-05-07 06:10:00,19,15,22,56,336
2016-05-07 06:20:00,25,11,37,73,438
2016-05-07 06:30:00,37,10,49,96,576
2016-05-07 06:40:00,25,34,55,114,684
2016-05-07 06:50:00,39,33,67,139,834
2016-05-07 07:00:00,46,43,71,160,960
2016-05-07 07:10:00,74,33,75,182,1092
2016-05-07 07:20:00,62,62,77,201,1206
2016-05-07 07:30:00,65,69,80,214,1284
2016-05-07 07:40:00,84,86,143,313,1878
2016-05-07 07:50:00,243,71,170,484,2904
2016-05-07 08:00:00,315,153,115,583,3498
2016-05-07 08:10:00,316,199,169,684,4104
2016-05-07 08:20:00,313,286,302,901,5406
2016-05-07 08:30:00,367,347,362,1076,6456
2016-05-07 08:40:00,445,421,438,1304,7824
2016-05-07 08:50:00,462,441,460,1363,8178
2016-05-07 09:00:00,508,486,504,1498,8988
2016-05-07 09:10:00,573,548,566,1687,10122
2016-05-07 09:20:00,666,642,658,1966,11796
2016-05-07 09:30:00,680,657,676,2013,12078
2016-05-07 09:40:00,656,631,653,1940,11640
2016-05-07 09:50:00,723,700,716,2139,12834
2016-05-07 10:00:00,769,733,755,2257,13542
2016-05-07 10:10:00,801,762,790,2353,14118
2016-05-07 10:20:00,870,842,861,2573,15438
2016-05-07 10:30:00,892,865,887,2644,15864
2016-05-07 10:40:00,932,906,929,2767,16602
2016-05-07 10:50:00,930,902,920,2752,16512
2016-05-07 11:00:00,962,938,954,2854,17124
2016-05-07 11:10:00,987,959,984,2930,17580
2016-05-07 11:20:00,996,973,998,2967,17802
2016-05-07 11:30:00,1010,998,1015,3023,18138
2016-05-07 11:40:00,1028,1010,1021,3059,18354
2016-05-07 11:50:00,1036,1029,1042,3107,18642
2016-05-07 12:00:00,1048,1035,1056,3139,18834
2016-05-07 12:10:00,1055,1037,1056,3148,18888
2016-05-07 12:20:00,1063,1037,1060,3160,18960
2016-05-07 12:30:00,1060,1046,1078,3184,19104
2016-05-07 12:40:00,1066,1047,1070,3183,19098
2016-05-07 12:50:00,1054,1050,1071,3175,19050
2016-05-07 13:00:00,1070,1063,1070,3203,19218
2016-05-07 13:10:00,1058,1065,1072,3195,19170
2016-05-07 13:20:00,1075,1060,1062,3197,19182
2016-05-07 13:30:00,1070,1050,1065,3185,19110
2016-05-07 13:40:00,1060,1047,1061,3168,19008
2016-05-07 13:50:00,1054,1044,1060,3158,18948
2016-05-07 14:00:00,1047,1039,1056,3142,18852
2016-05-07 14:10:00,1043,1033,1045,3121,18726
2016-05-07 14:20:00,1031,1021,1035,3087,18522
2016-05-07 14:30:00,1008,995,1009,3012,18072
2016-05-07 14:40:00,984,974,975,2933,17598
2016-05-07 14:50:00,966,946,962,2874,17244
2016-05-07 15:00:00,933,913,934,2780,16680
2016-05-07 15:10:00,890,871,894,2655,15930
2016-05-07 15:20:00,863,845,872,2580,15480
2016-05-07 15:30:00,812,808,827,2447,14682
2016-05-07 15:40:00,786,773,795,2354,14124
2016-05-07 15:50:00,748,730,754,2232,13392
2016-05-07 16:00:00,704,694,713,2111,12666
2016-05-07 16:10:00,664,648,668,1980,11880
2016-05-07 16:20:00,629,613,635,1877,11262
2016-05-07 16:30:00,586,569,591,1746,10476
2016-05-07 16:40:00,544,529,551,1624,9744
2016-05-07 16:50:00,497,484,505,1486,8916
2016-05-07 17:00:00,453,441,461,1355,8130
2016-05-07 17:10:00,403,390,411,1204,7224
2016-05-07 17:20:00,372,356,377,1105,6630
2016-05-07 17:30:00,343,324,348,1015,6090
2016-05-07 17:40:00,302,295,316,913,5478
2016-05-07 17:50:00,259,240,260,759,4554
2016-05-07 18:00:00,223,197,219,639,3834
2016-05-07 18:10:00,179,169,161,509,3054
2016-05-07 18:20:00,84,154,156,394,2364
2016-05-07 18:30:00,111,122,82,315,1890
2016-05-07 18:40:00,68,66,84,218,1308
2016-05-07 18:50:00,48,42,66,156,936
2016-05-07 19:00:00,34,14,62,110,660
2016-05-07 19:10:00,12,13,98,123,738
2016-05-07 19:20:00,30,35,45,110,660
2016-05-07 19:30:00,30,35,33,98,588
2016-05-07 19:40:00,27,30,30,87,522
2016-05-07 19:50:00,25,30,20,75,450
2016-05-07 20:00:00,23,27,13,63,378
2016-05-07 20:10:00,17,21,12,50,300
2016-05-07 20:20:00,9,13,13,35,210
2016-05-07 20:30:00,5,8,7,20,120
2016-05-07 20:40:00,1,2,3,6,36
2016-05-07 20:50:00,0,0,0,0,0
2016-05-07 21:00:00,0,0,0,0,0
2016-05-07 21:10:00,0,0,0,0,0
2016-05-07 21:20:00,0,0,0,0,0
2016-05-08 04:50:00,0,0,0,0,0
2016-05-08 05:00:00,0,0,0,0,0
2016-05-08 05:10:00,0,0,0,0,0
2016-05-08 05:20:00,0,0,0,0,0
2016-05-08 05:30:00,2,1,2,5,30
2016-05-08 05:40:00,7,4,6,17,102
2016-05-08 05:50:00,13,7,11,31,186
2016-05-08 06:00:00,19,5,24,48,288
2016-05-08 06:10:00,23,8,34,65,390
2016-05-08 06:20:00,24,14,42,80,480
2016-05-08 06:30:00,30,19,44,93,558
2016-05-08 06:40:00,28,25,55,108,648
2016-05-08 06:50:00,12,9,103,124,744
2016-05-08 07:00:00,28,37,73,138,828
2016-05-08 07:10:00,42,51,59,152,912
2016-05-08 07:20:00,51,34,78,163,978
2016-05-08 07:30:00,21,70,84,175,1050
2016-05-08 07:40:00,96,117,129,342,2052
2016-05-08 07:50:00,143,176,185,504,3024
2016-05-08 08:00:00,232,159,248,639,3834
2016-05-08 08:10:00,264,244,286,794,4764
2016-05-08 08:20:00,330,304,324,958,5748
2016-05-08 08:30:00,384,358,378,1120,6720
2016-05-08 08:40:00,436,409,431,1276,7656
2016-05-08 08:50:00,492,470,492,1454,8724
2016-05-08 09:00:00,554,527,547,1628,9768
2016-05-08 09:10:00,609,585,606,1800,10800
2016-05-08 09:20:00,666,644,660,1970,11820
2016-05-08 09:30:00,717,690,710,2117,12702
2016-05-08 09:40:00,626,600,619,1845,11070
2016-05-08 09:50:00,786,758,774,2318,13908
2016-05-08 10:00:00,830,802,824,2456,14736
2016-05-08 10:10:00,871,837,864,2572,15432
2016-05-08 10:20:00,901,859,891,2651,15906
2016-05-08 10:30:00,921,890,914,2725,16350
2016-05-08 10:40:00,786,764,792,2342,14052
2016-05-08 10:50:00,957,928,961,2846,17076
2016-05-08 11:00:00,980,953,973,2906,17436
2016-05-08 11:10:00,1001,969,991,2961,17766
2016-05-08 11:20:00,1018,979,1006,3003,18018
2016-05-08 11:30:00,1027,1000,1023,3050,18300
2016-05-08 11:40:00,1030,1005,1033,3068,18408
2016-05-08 11:50:00,1032,1020,1051,3103,18618
2016-05-08 12:00:00,1036,1020,1062,3118,18708
2016-05-08 12:10:00,1044,1025,1065,3134,18804
2016-05-08 12:20:00,1048,1035,1070,3153,18918
2016-05-08 12:30:00,1059,1039,1068,3166,18996
2016-05-08 12:40:00,1059,1044,1062,3165,18990
2016-05-08 12:50:00,1059,1040,1062,3161,18966
2016-05-08 13:00:00,1060,1048,1067,3175,19050
2016-05-08 13:10:00,1069,1046,1058,3173,19038
2016-05-08 13:20:00,1064,1042,1059,3165,18990
2016-05-08 13:30:00,1058,1031,1053,3142,18852
2016-05-08 13:40:00,1050,1024,1043,3117,18702
2016-05-08 13:50:00,1046,1023,1034,3103,18618
2016-05-08 14:00:00,1035,1015,1023,3073,18438
2016-05-08 14:10:00,1025,1004,1020,3049,18294
2016-05-08 14:20:00,1013,993,1006,3012,18072
2016-05-08 14:30:00,987,967,978,2932,17592
2016-05-08 14:40:00,962,935,955,2852,17112
2016-05-08 14:50:00,934,918,938,2790,16740
2016-05-08 15:00:00,893,868,883,2644,15864
2016-05-08 15:10:00,851,839,855,2545,15270
2016-05-08 15:20:00,826,804,823,2453,14718
2016-05-08 15:30:00,787,773,793,2353,14118
2016-05-08 15:40:00,750,740,757,2247,13482
2016-05-08 15:50:00,703,707,723,2133,12798
2016-05-08 16:00:00,671,668,686,2025,12150
2016-05-08 16:10:00,639,612,630,1881,11286
2016-05-08 16:20:00,608,584,596,1788,10728
2016-05-08 16:30:00,558,534,547,1639,9834
2016-05-08 16:40:00,527,505,518,1550,9300
2016-05-08 16:50:00,483,460,475,1418,8508
2016-05-08 17:00:00,446,424,439,1309,7854
2016-05-08 17:10:00,401,379,395,1175,7050
2016-05-08 17:20:00,370,347,363,1080,6480
2016-05-08 17:30:00,344,313,333,990,5940
2016-05-08 17:40:00,309,280,297,886,5316
2016-05-08 17:50:00,255,228,245,728,4368
2016-05-08 18:00:00,209,185,202,596,3576
2016-05-08 18:10:00,169,146,164,479,2874
2016-05-08 18:20:00,137,115,132,384,2304
2016-05-08 18:30:00,111,89,106,306,1836
2016-05-08 18:40:00,75,77,64,216,1296
2016-05-08 18:50:00,54,45,53,152,912
2016-05-08 19:00:00,31,21,53,105,630
2016-05-08 19:10:00,21,13,90,124,744
2016-05-08 19:20:00,27,28,57,112,672
2016-05-08 19:30:00,30,36,33,99,594
2016-05-08 19:40:00,32,24,32,88,528
2016-05-08 19:50:00,26,16,34,76,456
2016-05-08 20:00:00,15,16,34,65,390
2016-05-08 20:10:00,14,19,19,52,312
2016-05-08 20:20:00,11,14,11,36,216
2016-05-08 20:30:00,5,7,9,21,126
2016-05-08 20:40:00,1,3,4,8,48
2016-05-08 20:50:00,0,0,0,0,0
2016-05-08 21:00:00,0,0,0,0,0
2016-05-08 21:10:00,0,0,0,0,0
2016-05-08 21:20:00,0,0,0,0,0
2016-05-09 04:40:00,0,0,0,0,0
2016-05-09 04:50:00,0,0,0,0,0
2016-05-09 05:00:00,0,0,0,0,0
2016-05-09 05:10:00,0,0,0,0,0
2016-05-09 05:20:00,0,1,1,2,12
2016-05-09 05:30:00,4,3,6,13,78
2016-05-09 05:40:00,8,5,13,26,156
2016-05-09 05:50:00,15,9,16,40,240
2016-05-09 06:00:00,20,11,24,55,330
2016-05-09 06:10:00,26,14,33,73,438
2016-05-09 06:20:00,28,26,37,91,546
2016-05-09 06:30:00,24,20,67,111,666
2016-05-09 06:40:00,41,31,66,138,828
2016-05-09 06:50:00,57,49,63,169,1014
2016-05-09 07:00:00,64,69,65,198,1188
2016-05-09 07:10:00,87,88,70,245,1470
2016-05-09 07:20:00,116,120,72,308,1848
2016-05-09 07:30:00,109,113,135,357,2142
2016-05-09 07:40:00,127,147,117,391,2346
2016-05-09 07:50:00,203,192,119,514,3084
2016-05-09 08:00:00,234,175,236,645,3870
2016-05-09 08:10:00,281,251,259,791,4746
2016-05-09 08:20:00,326,305,317,948,5688
2016-05-09 08:30:00,383,362,376,1121,6726
2016-05-09 08:40:00,438,415,433,1286,7716
2016-05-09 08:50:00,495,468,488,1451,8706
2016-05-09 09:00:00,551,525,544,1620,9720
2016-05-09 09:10:00,607,583,600,1790,10740
2016-05-09 09:20:00,659,640,652,1951,11706
2016-05-09 09:30:00,708,682,695,2085,12510
2016-05-09 09:40:00,759,727,742,2228,13368
2016-05-09 09:50:00,806,772,790,2368,14208
2016-05-09 10:00:00,839,806,825,2470,14820
2016-05-09 10:10:00,867,834,855,2556,15336
2016-05-09 10:20:00,889,860,882,2631,15786
2016-05-09 10:30:00,909,887,918,2714,16284
2016-05-09 10:40:00,924,911,937,2772,16632
2016-05-09 10:50:00,947,935,938,2820,16920
2016-05-09 11:00:00,972,947,961,2880,17280
2016-05-09 11:10:00,993,966,977,2936,17616
2016-05-09 11:20:00,1038,1010,1034,3082,18492
2016-05-09 11:30:00,1012,989,1011,3012,18072
2016-05-09 11:40:00,1011,994,1022,3027,18162
2016-05-09 11:50:00,1023,1008,1029,3060,18360
2016-05-09 12:00:00,1033,1016,1034,3083,18498
2016-05-09 12:10:00,1045,1032,1045,3122,18732
2016-05-09 12:20:00,1056,1038,1052,3146,18876
2016-05-09 12:30:00,1053,1041,1060,3154,18924
2016-05-09 12:40:00,1058,1041,1062,3161,18966
2016-05-09 12:50:00,1053,1035,1051,3139,18834
2016-05-09 13:00:00,1054,1031,1047,3132,18792
2016-05-09 13:10:00,1057,1034,1051,3142,18852
2016-05-09 13:20:00,1073,1032,1051,3156,18936
2016-05-09 13:30:00,1057,1023,1041,3121,18726
2016-05-09 13:40:00,1042,1023,1040,3105,18630
2016-05-09 13:50:00,1031,1014,1033,3078,18468
2016-05-09 14:00:00,1031,1008,1032,3071,18426
2016-05-09 14:10:00,1027,999,1020,3046,18276
2016-05-09 14:20:00,1013,982,1004,2999,17994
2016-05-09 14:30:00,981,958,976,2915,17490
2016-05-09 14:40:00,963,939,955,2857,17142
2016-05-09 14:50:00,938,913,929,2780,16680
2016-05-09 15:00:00,891,865,882,2638,15828
2016-05-09 15:10:00,869,844,860,2573,15438
2016-05-09 15:20:00,824,811,831,2466,14796
2016-05-09 15:30:00,789,768,788,2345,14070
2016-05-09 15:40:00,757,734,756,2247,13482
2016-05-09 15:50:00,709,686,705,2100,12600
2016-05-09 16:00:00,681,648,674,2003,12018
2016-05-09 16:10:00,641,607,640,1888,11328
2016-05-09 16:20:00,603,573,603,1779,10674
2016-05-09 16:30:00,558,528,557,1643,9858
2016-05-09 16:40:00,526,497,526,1549,9294
2016-05-09 16:50:00,485,460,484,1429,8574
2016-05-09 17:00:00,453,424,451,1328,7968
2016-05-09 17:10:00,407,380,405,1192,7152
2016-05-09 17:20:00,375,346,372,1093,6558
2016-05-09 17:30:00,345,316,340,1001,6006
2016-05-09 17:40:00,305,279,302,886,5316
2016-05-09 17:50:00,251,228,246,725,4350
2016-05-09 18:00:00,203,179,197,579,3474
2016-05-09 18:10:00,158,135,152,445,2670
2016-05-09 18:20:00,136,113,129,378,2268
2016-05-09 18:30:00,112,89,105,306,1836
2016-05-09 18:40:00,75,70,73,218,1308
2016-05-09 18:50:00,46,53,47,146,876
2016-05-09 19:00:00,38,43,54,135,810
2016-05-09 19:10:00,24,28,73,125,750
2016-05-09 19:20:00,15,14,85,114,684
